sv,phylum,class,order,family,genus,species
sv-862:U567-7_S228_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] aldenense
sv-863:U796-1_S157_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] aldenense
sv-864:U176-2_S143_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,
sv-866:U184-6_S60_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,
sv-869:U145-1_S174_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Merdimonas,
sv-871:U779-5_S39_L001_001,Firmicutes,Clostridia,Clostridiales,,Howardella,
sv-874:U509-5_S351_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-877:U131-6_S324_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis
sv-878:U259-9_S234_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,
sv-880:U628-2_S43_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium perfringens
sv-881:U171-4_S130_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium edouardi
sv-883:U178-1_S161_L001_001,Firmicutes,Clostridia,Clostridiales,,Intestinimonas,
sv-884:U124-1_S237_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-886:U794-4_S242_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-887:U258-8_S284_L001_001,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,
sv-889:U763-6_S113_L001_001,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae/Clostridiales_Family_XIII._Incertae_Sedis,,
sv-890:U432-6_S63_L001_001,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,,
sv-892:U127-8_S77_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia faecis
sv-893:U258-9_S210_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus comes
sv-894:U387-2_S367_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia intestinalis
sv-895:U650-8_S129_L001_001,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus <enterobacteria>,Proteus mirabilis
sv-896:U564-1_S257_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia luti/massiliensis
sv-897:U525-9_S194_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiaceae/Ruminococcaceae,,
sv-899:U685-2_S212_L001_001,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,,
sv-901:U243-7_S357_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia massiliensis
sv-903:U487-7_S228_L001_001,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,
sv-904:U622-9_S136_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerotignum,
sv-905:U280-7_S371_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-906:U211-5_S380_L001_001,Actinobacteria <actinobacteria>,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,Slackia isoflavoniconvertens
sv-907:U233-7_S341_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium edouardi
sv-908:U635-3_S263_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-909:U622-9_S136_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis
sv-910:U273-5_S126_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Prevotellaceae,,
sv-913:U420-3_S174_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas faecihominis
sv-915:U447-4_S64_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,
sv-916:U128-8_S244_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,
sv-917:U460-7_S271_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-919:U347-4_S381_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-922:U785-7_S359_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Porphyromonadaceae,Macellibacteroides,
sv-924:U066-6_S234_L001_001,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallis,Victivallis vadensis
sv-926:U290-1_S121_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Faecalicatena,Faecalicatena contorta
sv-928:U360-2_S134_L001_001,,,,,,
sv-929:U409-7_S346_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sartorii
sv-930:U503-2_S289_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides plebeius
sv-931:U173-8_S119_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides cellulosilyticus
sv-933:U763-7_S61_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium carnis
sv-936:U374-1_S308_L001_001,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus vaginalis
sv-938:U466-7_S106_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-940:U741-2_S91_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerotignum,
sv-941:U583-7_S306_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-942:U243-7_S357_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-943:U759-7_S381_L001_001,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus sputorum
sv-944:U585-1_S131_L001_001,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia odontolytica
sv-945:U112-6_S193_L001_001,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,Bilophila wadsworthia
sv-946:U287-6_S329_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-948:U705-3_S187_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,
sv-949:U235-4_S55_L001_001,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,Oxalobacter formigenes
sv-950:U447-7_S143_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-957:U482-8_S40_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-963:U662-4_S30_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,Ihubacter,
sv-964:U374-1_S308_L001_001,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,
sv-965:U429-7_S304_L001_001,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,,
sv-973:U489-5_S93_L001_001,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Massilimicrobiota,Massilimicrobiota timonensis
sv-976:U668-5_S85_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Angelakisella,
sv-977:U342-8_S184_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Glucerabacter,
sv-984:U194-1_S10_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XII. Incertae Sedis,,
sv-985:U528-3_S356_L001_001,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,,
sv-986:U640-2_S87_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-987:U067-6_S226_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus bicirculans
sv-990:U562-2_S73_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-993:U471-6_S16_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-996:U464-4_S7_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron
sv-1000:U136-1_S125_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-1003:U161-2_S245_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium edouardi
sv-1005:U265-8_S216_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-1006:NP2-1_S365_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,
sv-1007:U267-5_S334_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia wexlerae
sv-1011:U296-5_S145_L001_001,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister succinatiphilus
sv-1017:U246-6_S202_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-1019:U763-8_S343_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-1024:U465-2_S331_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-1027:U664-1_S281_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-1029:U525-3_S182_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Frisingicoccus,Frisingicoccus caecimuris
sv-1030:U249-3_S358_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-1031:U175-6_S82_L001_001,Actinobacteria <actinobacteria>,Coriobacteriia,Eggerthellales,Eggerthellaceae,Ellagibacter,
sv-1033:U161-8_S13_L001_001,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister invisus
sv-1035:U558-4_S342_L001_001,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,
sv-1036:U650-2_S56_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium butyricum
sv-1038:U337-8_S304_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae/Eubacteriaceae,Eubacterium,
sv-1039:U153-6_S56_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,
sv-1041:U463-7_S12_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-1043:U275-1_S254_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia faecis
sv-1044:U526-5_S76_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,[Ruminococcus] gnavus
sv-1045:U556-6_S338_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,
sv-1047:U445-6_S123_L001_001,Firmicutes,Clostridia,Clostridiales,,Fenollaria,Fenollaria massiliensis/timonensis
sv-1049:U620-5_S227_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,
sv-1053:U215-9_S293_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-1054:U646-9_S153_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-1056:U269-5_S76_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus bicirculans
sv-1064:U137-1_S113_L001_001,Firmicutes,Erysipelotrichia/Bacilli,Bacillales/Erysipelotrichales,Erysipelotrichaceae/Bacillaceae,Massilimicrobiota,Massilimicrobiota timonensis
sv-1066:U674-7_S344_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-1068:U228-8_S162_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis
sv-1070:U127-1_S161_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,[Ruminococcus] torques
sv-1073:U614-7_S220_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia intestinalis
sv-1075:U622-9_S136_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,
sv-1077:U375-1_S317_L001_001,Firmicutes,Clostridia,Clostridiales,,Flintibacter,
sv-1078:U682-3_S75_L001_001,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium ramulus
sv-1082:U648-6_S265_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus eutactus
sv-1083:U329-6_S314_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus
sv-1085:U441-2_S257_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,
sv-1094:U300-1_S231_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides dorei
sv-1095:U685-6_S70_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-1098:U288-3_S263_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia intestinalis
sv-1099:U622-3_S125_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella/Faecalicatena,
sv-1101:U570-1_S176_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus flavefaciens
sv-1106:U525-2_S248_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-1107:U540-6_S149_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia faecis
sv-1109:U725-4_S200_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus
sv-1112:U178-4_S159_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-1113:U210-2_S323_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella timonensis
sv-1114:U661-9_S34_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes shahii
sv-1115:U268-1_S73_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides massiliensis
sv-1118:U237-7_S170_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Gemmiger,
sv-1119:U112-5_S119_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia intestinalis
sv-1120:U762-1_S163_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides gordonii
sv-1122:U445-6_S123_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella buccalis
sv-1123:U218-3_S34_L001_001,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii
sv-1125:U465-6_S21_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,
sv-1129:U525-2_S248_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Porphyromonadaceae,Gabonia,
sv-1132:U315-7_S315_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-1133:U713-2_S51_L001_001,Actinobacteria <actinobacteria>,Coriobacteriia,Eggerthellales,Eggerthellaceae,,
sv-1135:U663-1_S79_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-1138:U489-2_S275_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-1139:U530-7_S301_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,
sv-1140:U168-2_S23_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-1143:U386-3_S375_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia glucerasea
sv-1144:U360-5_S366_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides nordii
sv-1147:U525-9_S194_L001_001,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,Oxalobacter formigenes
sv-1149:U211-3_S15_L001_001,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,,
sv-1150:U163-3_S26_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-1155:U477-8_S54_L001_001,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,,
sv-1161:U177-4_S166_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-1163:U300-7_S357_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Neglecta,
sv-1164:U720-8_S88_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas virosa
sv-1168:U409-7_S346_L001_001,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus parainfluenzae
sv-1169:U785-1_S231_L001_001,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio legallii
sv-1170:U570-1_S176_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-1172:U404-1_S153_L001_001,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Intestinibacillus,Intestinibacillus massiliensis
sv-1173:U685-4_S188_L001_001,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans
sv-1174:U167-1_S294_L001_001,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus gallolyticus
sv-1175:U633-5_S272_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-1176:U750-6_S199_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum hallii
sv-1177:U263-4_S47_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides plebeius
sv-1180:U421-3_S125_L001_001,Fusobacteria <Fusobacteria>,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium periodonticum
sv-1181:U501-3_S137_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides intestinalis
sv-1182:U707-7_S359_L001_001,Firmicutes,Clostridia,Clostridiales,,Intestinimonas,
sv-1183:U273-9_S138_L001_001,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister succinatiphilus
sv-1190:U176-8_S132_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,
sv-1195:U334-3_S337_L001_001,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium ramulus
sv-1196:U086-8_S140_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus callidus
sv-1201:U531-2_S186_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas faecihominis
sv-1202:U131-6_S324_L001_001,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,,
sv-1203:U562-2_S73_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-1205:U143-5_S229_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-1206:U516-8_S364_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-1207:U272-3_S13_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium tertium
sv-1209:U263-4_S47_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerocolumna,
sv-1211:U108-6_S245_L001_001,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Absiella,Absiella argi
sv-1213:U520-2_S323_L001_001,Actinobacteria <actinobacteria>,Coriobacteriia,Eggerthellales,Eggerthellaceae,Gordonibacter,Gordonibacter pamelaeae
sv-1216:U503-5_S278_L001_001,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,Methanosphaera stadtmanae
sv-1223:U627-6_S232_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-1224:U777-1_S18_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella,
sv-1228:U092-4_S76_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,
sv-1229:U159-6_S197_L001_001,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio desulfuricans
sv-1233:U646-8_S143_L001_001,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Peptococcus,
sv-1236:U337-8_S304_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-1237:U622-7_S12_L001_001,Firmicutes,Clostridia,,,,
sv-1238:U-11-1_S346_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-1239:U374-1_S308_L001_001,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus grossensis/harei
sv-1240:U144-4_S86_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,
sv-1243:U713-2_S51_L001_001,Firmicutes,Clostridia,Clostridiales,,Intestinimonas,
sv-1247:U134-4_S95_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
sv-1253:U472-5_S195_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-1257:U290-2_S142_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-1259:U145-1_S174_L001_001,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Dysosmobacter,Dysosmobacter welbionis
sv-1263:U781-7_S245_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-1264:U520-2_S323_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Neglecta,
sv-1270:U229-9_S163_L001_001,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,Parasutterella excrementihominis
sv-1271:U502-1_S4_L001_001,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,
sv-1272:U557-7_S150_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] asparagiforme
sv-1273:U576-8_S144_L001_001,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,,
sv-1275:U525-1_S22_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,Emergencia,Emergencia timonensis
sv-1276:U538-5_S60_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-1277:U447-1_S284_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-1280:U581-6_S239_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-1282:U609-7_S249_L001_001,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella cibaria/confusa
sv-1285:U482-1_S189_L001_001,Firmicutes,Clostridia,,,,
sv-1286:U732-5_S336_L001_001,Tenericutes,Mollicutes,,,,
sv-1289:U151-6_S285_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis
sv-1294:U574-8_S317_L001_001,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,
sv-1299:U159-7_S37_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-1300:U478-5_S281_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,
sv-1304:U152-7_S225_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-1305:U413-2_S271_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-1308:U217-5_S374_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-1309:U300-8_S308_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium carnis
sv-1310:U526-3_S346_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes finegoldii/onderdonkii
sv-1312:U581-5_S51_L001_001,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Terrisporobacter,
sv-1316:U163-6_S74_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-1319:U681-1_S234_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus champanellensis
sv-1321:U563-6_S344_L001_001,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus casseliflavus
sv-1322:U526-7_S293_L001_001,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium limosum
sv-1332:U501-6_S21_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-1337:U259-6_S330_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-1341:U307-3_S350_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerocolumna,
sv-1342:U295-6_S105_L001_001,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,[Actinobacillus]_rossii/Actinobacillus_porcinus
sv-1348:U137-7_S24_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium paraputrificum
sv-1351:U256-7_S310_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,Casaltella,Casaltella massiliensis
sv-1360:U047-6_S142_L001_001,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Catenibacterium,Catenibacterium mitsuokai
sv-1363:U165-2_S168_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides plebeius
sv-1364:U411-5_S244_L001_001,Firmicutes,Clostridia,Clostridiales,,Intestinimonas,
